term,posterior_mean,credible_95_low,credible_95_high
Intercept,0.6074130663801598,0.6064496861690941,0.6083764465912255
AGE,-0.07305676561124397,-0.07767978469457627,-0.06843374652791166
GRP,-0.045906203815814894,-0.05053009021801749,-0.041282317413612296
S.P.,-0.03194690415601556,-0.03291759521146523,-0.03097621310056589
