term,posterior_mean,credible_95_low,credible_95_high
Intercept,0.6074130663886228,0.6064660384580572,0.6083600943191884
AGE,-0.0730567656202955,-0.07595580192744539,-0.07015772931314562
GRP,-0.04590620380766752,-0.048805747494405256,-0.04300666012092979
S.P.,-0.031946904156557626,-0.03290073817770159,-0.030993070135413664
